Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,
Lao PDR,LAO,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,48571428.5714286,95555562.2222222,64210523.1578947,66241427.1601272,81630154.1789537,86618700.7195355,98057227.2695161,133175703.908387,192017652.07798,284956361.04712,385700002.368777,409499988.567026,425300014.006211,417400000.079366,466700003.920166,521789232.363857,530820000,492970000,505520000,475490000,589520000,792319999.995871,1317449999.99606,1419520000.00458,1804879999.99908,1754720000.00329,2522099999.99879,3529720000,3860149999.99688,4558720000,5407500000.00621,4885879999.99509,5248979999.99584,,,,
Lebanon,LBN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498732254.806986,510722596.669521,587654401.024749,634069545.770351,728607315.948454,755509732.09928,1266386350.80794,1758689127.46595,2289054887.95063,2373803864.0435,2445876363.86788,2447097844.11277,2754228855.72139,3083250414.5937,3361194029.85075,7554315107.59536,8016234502.7529,7968070524.90879,9362810397.94362,11390507868.7894,11955419928.1592,13751783154.7595,14804320747.9934,15248861833.4328,14914647975.3897,13450430317.6783,13651652245.6385,12945613184.5439,12734994329.4196,13219500760.5307,,
Liberia,LBR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274229800,307796500,392651900,269711500,606566300,560772700,922573400,1029244000,593614500,269879600,382397400,522939000,895554700,1060553000,893908100,618531000,702000000,797846200,849000000,,
Libya,LBY,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11467161016.9492,10824367652.2978,10363991477.2727,8659001314.06045,7734213547.64638,7452762497.01028,7989926739.92674,8223041874.59319,5278015397.77588,7274687365.24364,12077313549.3948,9053049082.79623,9169291338.58268,15054687500,21117445538.4615,30159825206.3589,40429811205.8465,49083636939.6483,63183229813.6646,37335460710.012,49055099463.2144,19025486031.6942,61096140128.3982,46136117008.7285,19342973907.5762,11127570228.7866,6847525891.82969,18919787630.937,30096630036.63,,
St. Lucia,LCA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,47548148.1481481,65655555.5555556,78729629.6296296,89329629.6296296,78811111.1111111,82970370.3703704,98274074.0740741,103751851.851852,116148148.148148,166481481.481481,180148148.148148,239444444.444444,252470370.37037,284977777.777778,294714814.814815,329514814.814815,336714814.814815,340059259.259259,384718518.518519,353085185.185185,358644444.444444,384185185.185185,382000000,374977777.777778,327044444.444444,318581481.481481,388818518.518519,428903703.703704,524918518.518519,440207407.407407,457125925.925926,536059259.259259,543951851.851852,608870370.37037,572844444.444444,603759259.259259,607777777.777778,627788888.888889,627200000,612703703.703704,,,,
Latin America & Caribbean,LCN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,11351979340.0802,12001532844.9149,12578604864.1801,15316150013.765,14333092455.311,15846496817.3,16961420348.8075,17095996848.6425,18046576265.7413,20383597025.0448,22182128291.6922,23953131028.8415,28036250664.217,38866741379.5319,56312968462.9126,52599710107.7817,60351987769.7974,69796626845.8307,75598999008.9394,96422686801.1599,119528401120.152,129845561697.378,124924214295.709,127835892796.523,134907257738.05,136526215229.587,124846903646.783,134227463707.736,164904101682.366,180461964357.745,207200881310.306,224784080704.345,224738449347.919,235649238329.532,273194377414.095,318884670086.459,350385171452.241,383398328520.484,388061844481.978,408866085900.853,480024487116.556,473064821126.87,476326004907.21,520908528428.08,646116009244.963,780293239290.685,869004697549.771,975973316724.652,1118703702539.81,899787660107.998,1165383180541.48,1362144240775.85,1365739518086.24,1361654871118.77,1335122046095.64,1211369874652.33,1199815087715.24,1317831923953.61,1405944737245.09,,
Least developed countries: UN classification,LDC,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41535747179.6824,40554433612.7375,44254153062.5475,51218300188.6682,65765484219.4342,88879309559.3088,112775456267.429,142380331125.434,185482860675.855,144160006401.128,189767565140.626,224498234897.94,234556351498.429,243882027791.645,252271039976.162,205219849140.604,195817795990.736,230196888517.004,,,
Low income,LIC,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,422303067.226891,397732379.895187,398590401.823739,319557568.521506,322401283.952555,439915966.386555,391806722.689076,380452674.897119,371463229.31524,361512605.042017,584537815.12605,583136593.591906,570184254.606365,700156250,944812030.075188,1042225392.29672,1043162901.30797,1387936865.83991,950352338.244715,1134232498.39435,1296672716.27344,1345038961.03896,1304565112.92648,1360645983.8504,1740762578.61635,1555117820.32401,1519200571.0207,1683389945.65217,1819710782.77271,1904743411.92788,2424288567.14928,2586802030.45685,3082683093.77139,3494577814.56954,3962059894.77944,4638263414.63415,4860502985.34467,5514301315.4772,5724701318.85182,5555445147.22537,6371581612.77756,5879570277.5291,5773455293.74869,6543193120.59677,7300256942.38561,7892069651.74129,8520291701.63134,9418774723.56612,10113916432.36,8972037012.54863,11091200155.6634,13644121296.7552,13561292253.9682,15101674298.2436,16735293069.2599,16937418651.537,17447582580.7777,19086840869.9713,20256022006.8906,,
Lower middle income,LMC,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,14360201217.672,15037247983.6747,16002131178.4652,18651006089.8634,19008260280.8913,22655659601.5702,31112625853.6866,51644973780.7862,50322067145.8395,58113164634.9953,71716011921.0652,73343464688.7083,97925130850.7208,130317642461.64,127134091070.324,114234986010.191,111731602996.256,113864129163.228,108998249295.602,103596878068.569,119256036556.178,130445659480.133,151056381236.714,161015957874.903,170029819074.795,181986261909.386,183218079616.682,205717066541.798,249243778253.857,270476589141.068,290586399813.294,265228950949.362,280507333540.768,336308663475.805,324081364739.082,350613639594.478,407879300141.831,503566709951.267,612614095986.159,763252428648.563,895869708546.7,1091855537020.89,920913478055.312,1218501990726.71,1481727748632.16,1521207714373.75,1512631493624.14,1522280577909.74,1328644349358.72,1332431984975.85,1526837355135.9,1675497568367.69,,
Low & middle income,LMY,Exports of goods and services (current US$),NE.EXP.GNFS.CD,39236982800.4698,39953100055.2388,39786235166.2669,46022419231.7398,46761112370.9731,50461344203.5404,53434055880.005,54645916643.7455,57878021919.86,63084857687.222,69287026247.4845,76202384110.4858,91170571811.7563,133725988967.533,219007731550.806,214546776306.041,246955701118.942,280070647722.683,290306835078.962,391666080023.866,485708365979.386,463863452091.035,461542658114.147,464487166058.39,484634233613.315,475539304880.279,428269455743.258,516524717601.265,592681376304.732,646355180368.057,693215462597.203,696732257226.367,976859434568.758,874050072591.98,928397337958.344,1091350055989.63,1180569640415.59,1269634937865.29,1206357535424.98,1268183569199.99,1532285113658.04,1503893271380.92,1639738862739.89,1956560109812.99,2521031906846.08,3120207415612.17,3765123512410.53,4517461335421.92,5465737023622.69,4374716212756.23,5654797293020.97,6840035085721.27,7164537157571.2,7300869457587.29,7325539108132.11,6467501014918.3,6204175136428.67,7013699747605.96,7777500259941.22,,
Lesotho,LSO,Exports of goods and services (current US$),NE.EXP.GNFS.CD,4059918.80162397,4479910.40179196,6019879.60240795,6999860.00279994,7979840.40319194,8539829.20341593,6159876.80246395,7139857.20285594,7419851.60296794,8959820.80358393,8399832.00335993,9787472.03579418,13008976.1935736,17291066.2824208,20603384.8417954,21636240.7031778,26448942.0423183,22999080.0367985,45998160.073597,64133016.6270784,90652285.5675398,83760683.7606838,,,,,,,,,,,,,,,,,,,,,,,,,,895709867.431232,935020711.276812,779280149.167424,941418363.975109,1230967664.62864,1035578769.06509,905412758.4735,929011575.015627,923281001.434419,967945174.573932,1055692537.31343,1200416563.15939,,
Late-demographic dividend,LTE,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,34446232782.1997,38253000933.6626,46095087699.01,66361003384.2236,100707934038.752,99864153931.3659,109890885651.041,125905140459.642,138387641411.929,188565186887.269,236998773701.913,236863296406.572,233521935368.008,238600851318.072,266493902948.744,266810642837.687,267027641543.186,327179557967.171,392363738830.629,426884406982.119,439443092559.423,447071150216.404,742871185649.716,621830719017.59,650921711456.383,770592432405.961,812155155465.681,873824803714.768,858357300931.662,906661750556.94,1079932449994.84,1111682303326.73,1227099509945.76,1513519287941.73,1949038779868.68,2401108524846.24,2937152715398.35,3571273667713.98,4327284918300.68,3489913767843.67,4374722541937.2,5369493019362.06,5650590844496.32,5927270663260.07,6043083706276.4,5473555702921.14,5236924301188.71,5868283750993.17,6523793567336.04,,
Lithuania,LTU,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2923571819.56412,3516751057.40181,4550758135.52007,4397764695.72723,3556785498.48943,4447864825.20501,5396324039.70652,6759675495.44473,8681096785.10998,10723990437.1585,14066594601.3186,16806254611.62,20011475095.7854,27341329284.3553,19446386016.1245,23740962511.9132,31728785166.2804,33580700718.2835,36599310297.7132,35075482280.5007,28486923651.5379,29074002975.5163,35060615751.6051,40403541850.0248,,
Luxembourg,LUX,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,1329068172.65026,1373183408.99711,1616746860.966,2391453425.79176,3351628831.81442,2962623999.12252,3094677847.43992,3376094766.46033,4054754066.86307,5145362272.97744,5465920126.91406,4491552694.48066,4201668461.94596,4187632504.93097,4602357023.17788,5092057001.15497,6806418909.15658,8235438465.69422,9471118156.88426,10377116195.7412,12938305166.5862,13991836266.9817,15536833626.0979,15987176888.9925,18358957439.1126,22122543787.63,23197377198.6971,22858829499.3234,25499574349.8555,29091180481.5683,31573110374.0556,31363940044.7427,33526829474.873,41055191873.5892,53080876583.0643,60381926377.3163,74753899134.3621,93068291814.9466,104501398857.478,84283396776.8825,92868058802.6023,106802035036.979,105672833299.284,117692851838.558,140541484962.311,127728769855.913,129294522288.097,139328621044.835,149964321112.978,,
Latvia,LVA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000868511.12379,2414915773.35375,2591640454.87539,2811791969.49839,2638963487.86933,2927653534.18308,3177773673.60645,3492098681.21874,4243382117.82069,5617268114.99935,7306358431.86061,8573077501.88111,11881890302.2842,14075493348.9256,11149110369.7526,12747569498.5238,16317920722.9058,17240221396.7096,18244797821.2214,19206949238.9931,16449078455.3425,16751852369.2053,18761059705.8581,21094242789.2699,,
"Macao SAR, China",MAC,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,1263130842.62263,1274081616.24823,1491151653.93135,1442091313.69705,1661258922.77742,2159229943.31943,2430415640.62383,2822912906.55846,3189751901.25919,3450270479.61721,4034218481.49217,4314850143.07947,4642538597.79154,5213107758.72888,5311809600.32135,5372964026.43161,5041610267.2081,4988676034.48491,6046798489.88899,6258293396.40257,6875171160.40531,7657831745.87344,10086634589.0155,10261387325.0864,11682955482.7905,14545850495.8997,16757397039.9372,16948511453.7279,24689835295.2938,33286149011,39204245359.7667,46725745684.8535,47010554519.1621,35342642454.6024,34533902014.9842,40571642162.9703,45604335707.6494,,
St. Martin (French part),MAF,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,480189724.33554,440667937.950795,428811402.035372,476237545.697066,545400592.826796,535520205.513289,545400652.109475,545400652.109475,604683331.686592,671079932.812963,697776899.515858,738594059.405941,942466527.560424,1300664734.95824,2115085358.59765,2019148673.65824,1717036634.76116,1866986432.17196,2166990664.07469,2706675899.56657,4201460651.32348,4032793921.46627,3822384193.92329,3697970835.14969,3800197491.62931,3824760011.92487,4258784763.4111,4893103407.0246,6425436405.93975,5935155863.43394,7412029591.25487,7205700801.69067,7474470438.0417,6983435380.1484,7454972834.94513,8849422505.8548,9424723998.6691,9365776466.88359,9784245720.71134,10472273407.8577,10408859646.151,11131218818.0129,12213885545.7762,14319582637.0321,16759442726.6576,19275938443.3164,22483549354.2226,27325903592.3977,33064268479.9298,26014198657.0851,30046571306.3727,35175589315.0719,34323976635.2974,35014930700.1368,38123788111.2975,35210614176.1314,36522253377.5172,40828105654.1478,45676479048.8062,,
Monaco,MCO,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1053997132.34498,937881521.739131,1026805411.25541,764754748.603352,612534634.461527,639062444.70539,741151801.535735,871854564.208355,1056084948.28798,1330145599.96107,1528946395.12365,1542446634.32614,2006082999.03624,2471513953.0408,2005630355.72838,1941104508.74342,2738071405.44869,2711411397.5263,3047734293.06893,2964401450.59705,2470376597.49714,2607823959.28488,3007175631.1152,3351655828.73569,,
Madagascar,MDG,Exports of goods and services (current US$),NE.EXP.GNFS.CD,67511336.6387727,102110849.269515,101689130.676281,97047803.6563488,106752579.363341,110127942.430286,155698196.746504,167512782.743335,183124855.499737,191304704.721993,213036048.247836,173264898.788066,191350735.378119,235525938.997678,297715413.656829,362080612.997455,330849221.006116,387925899.226316,457890722.631182,504827951.414295,539332850.676224,413599393.451214,395804802.686451,371192737.431393,390451042.890526,349852993.497892,395835112.720437,424985798.74917,398110235.897823,460862259.988306,511591862.133181,480474065.305989,495520770.893683,516329410.996286,655909631.68039,762625878.489504,818678578.758296,775324578.373981,804590725.068197,909505659.575653,1189643894.16091,1317135939.56373,703929204.169348,1263720593.18386,1424232722.57525,1421705102.35065,1639789577.72381,2369521238.83071,2971635352.4071,1959519017.01753,2183656264.169,2624531677.69278,2521980869.00362,2891230415.1199,3541731739.87023,3214678774.66036,3447066177.99648,4071827552.94261,3973437198.65221,,
Maldives,MDV,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,65200000,74500000,76600000,76700000,84500000,91100000,96600000,111200000,127900000,150100000,183800000,188069668.292683,222261371.807001,216373321.167883,276649827.437446,,,,,,,,,,,,777109375,1803881343.75,1969750757.8125,1712197742.1875,2007435765.625,2442203732.36543,2485947776.73644,2907893887.43191,3299197712.67327,3145104891.87378,3147553740.14211,3319072398.77819,3680574297.63235,,
Middle East & North Africa,MEA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200448175690.902,210411208309.772,238662633300.054,271369515177.46,274740562014.272,224045459057.211,273398485371.555,362710046714.105,335228629844.377,351915432783.682,432447243219.095,565368945635.224,752751361108.806,905608347652.643,1061821834766.45,1377096032804.4,998917678097.026,1241223810187.44,1608781379846.68,1789701267271.03,1761687105953.08,1661488491044.72,1248626741169.34,1183575383230.53,1353093533934.51,1572253352965.97,,
Mexico,MEX,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1109120000,1191208000,1302504000,1411096000,1532720000,1667320000,1816952000,1824072000,2066336000,2451096000,2754440000,2995040000,3643200000,4650160000,6054240000,6067120000,7558155844.15584,8442477876.1062,10732745614.0351,15056293859.6491,20806478260.8696,26030530612.2449,26633315602.8369,28288293089.0924,30526865315.8522,28436329311.016,22445889179.4704,27348987810.1872,36496759051.5156,42358817387.7717,48866100760.8618,51459972501.9878,55406026689.0691,61496886634.9981,70636498177.8318,86954944698.8815,106874265073.558,121765264254.594,129490212237.303,147853263357.182,179855862769.153,171520507262.666,174129212924.606,177669541570.118,222268871522.24,266557906477.395,266526112833.969,289778188814.26,307483574130.48,244407308913.309,314142282684.394,366385100577.141,387538503663.769,398972729094.895,419247898589.43,404586122675.618,399503104623.314,436348928750.693,479604350379.073,,
Marshall Islands,MHL,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26833600,25830300,28410700,27743200,25284800,33100500,31151900,36065300,39620500,41888100,46380400,37360700,40685200,44116900,43263000,60740800,88380600,100502300,96183600,92178100,82374800,73297300,83395500,89500700,,
Middle income,MIC,Exports of goods and services (current US$),NE.EXP.GNFS.CD,37962636985.4372,38582922567.5251,38279414570.3882,44370681121.2594,44954817442.5954,48408063791.665,51204866885.6576,52392999785.8156,55451299461.9189,60373144493.7696,66303677618.4985,73024755710.6694,87596753207.1259,129465342428.085,212952974014.833,207984391992.782,239872897381.286,272532372750.992,281735786255.857,380844720843.654,473297085392.744,452242763008.563,450652659754.293,453878800215.487,473434443975.921,464764662634.967,418037222521.004,504753911117.493,580334554752.878,633306340532.393,678065736035.648,681764235226.774,960471570368.039,857767859739.021,911772803624.056,1071257771645.32,1158764724868.05,1247203830743.62,1183961258421.57,1245530860660.15,1505270617434.54,1476357656727.14,1610373757245.02,1923016327775.91,2478412158037.8,3070664998278.01,3708248518860.96,4447135785330.82,5380723959369.31,4303816573624.97,5567154025630.68,6733327502817.81,7056014590043.83,7190528549696.13,7207313289842.9,6364771695791.16,6106528227076,6899592896098.94,7648841158991.97,,
North Macedonia,MKD,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154602473.49823,1075454081.63265,1258971518.36574,1192218793.10345,1291454965.35797,1468792650.91864,1246175438.59649,1393726851.40562,1471501831.50183,1549090801.40598,1243035324.10779,1083159041.17019,1056879741.66198,1367964905.75694,1744831564.14123,2178468743.2153,2592957636.80848,3677794222.19639,4283349694.39449,3084289102.64259,3743089228.01568,4945535690.06213,4421855782.90384,4694505693.46464,5415583660.47837,4905243521.89797,5407084298.5231,6248858969.55118,7646443574.86792,,
Mali,MLI,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,31300697.2738718,35142329.6617006,38082695.2238147,44862014.9339859,57701395.6624358,48804179.7803098,57427636.6912349,68548722.5633733,80256489.4600372,103368690.586544,133914196.818052,141808833.715405,191329879.993381,260555207.412358,204679987.414047,190127213.020566,206683356.688868,235050749.879794,236903550.92674,268401433.530298,325338078.623369,316261773.614882,344950272.453726,419815561.908848,441616280.92046,442408869.48519,446796293.013272,404768734.846805,529405683.760581,524706755.358786,642627487.409825,620691627.349895,696525299.452281,664046686.666396,911806458.733068,1092533988.38029,1212062076.36163,1289098228.83414,1435662175.58939,1961540293.07497,1967357221.48916,2463814072.76779,2212791857.79003,2438724188.68633,2949427814.37361,3346173087.38361,3301881154.96721,3235771820.23199,3149604801.76245,3285700701.77782,3404944831.99123,4050797005.24259,,
Malta,MLT,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,110771069.441583,120412316.777391,137305918.091809,200096030.729834,280721795.300145,349757335.713489,398139351.711603,481215004.574565,583776094.463629,794924550.898204,1011865523.24136,901957038.188277,760449062.5,697201131.73831,687744389.607971,721004117.862372,923257046.100066,1218522365.80517,1421810951.08343,1528217541.26632,1931606510.87397,2127761088.97742,2470701036.47866,2297713307.13083,2577626150.17608,4206104085.60311,4073844687.94664,4098987876.76566,4329207647.25384,4637322427.89496,5138741916.5197,4699990460.74597,5235026235.02623,5877887788.77888,6272795216.74141,6674418604.65116,8341989712.70857,10208185053.3808,13328987842.3905,12599194220.6168,13408590746.3874,15263155436.1609,15219116428.1524,15940739473.507,16825405659.1048,16477061847.0071,17396921701.7697,19123761376.7415,21082894544.4947,,
Myanmar,MMR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47983870.8270788,30484464.4074696,19367367.6770846,21726064.4001405,19733138.1633936,21391403.1464477,22782752.4440549,27888285.302884,37137771.7903695,37907354.2020232,9704377457.47027,59656394.9353566,6891864384.7412,11834021534.6316,13148404737.4215,12414480082.5317,9489358285.97519,13320128453.3587,,,
Middle East & North Africa (excluding high income),MNA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77732770585.0659,81036329475.649,89332769014.3999,100337136507.751,97987276235.7911,83346499755.9925,99535596018.844,122034092369.434,120275562636.153,130382112880.786,156826983277.011,204051300145.241,267702898532.678,316701407359.581,383429195848.333,484937355124.809,362287559705.755,436829537352.523,494287542213.828,545383435172.146,501338582017.987,442617273564.149,336456239573.908,327050326517.099,394914796695.354,486744279361.837,,
Montenegro,MNE,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362369077.306733,445661830.557048,454214751.156861,522751328.734592,871215545.070772,982979728.889442,1104045916.44712,1582816862.85245,1796439138.71393,1427934148.37455,1533339072.84768,1921875173.75591,1785211358.08814,1845630642.59161,1841764627.83601,1707008983.03205,1775924778.76106,1988956502.14109,2359911473.08782,,
Mongolia,MNG,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,551441066.666667,670229033.333333,725268666.666667,612402625,584447425,874014900,930447966.666667,911636900,804344500,467975940,1286298568.42105,381224551.643192,455909517.043537,413198588.873813,588727618.644257,478057767.554153,621954882.466867,537971733.705918,530379659.016624,613886974.292311,638035524.358942,708425456.996203,835170861.897535,1210933087.5405,1483028669.56616,2029426100.06008,2524671785.76775,3037494848.87771,2304668257.15766,3355976968.51778,5470718737.76685,5356224605.54811,4893217336.32341,6388231514.29693,5363184215.45207,5615847673.32329,6831989389.98954,7665005549.30226,,
Northern Mariana Islands,MNP,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1169000000,1118000000,1218000000,1017000000,829000000,627000000,488000000,312000000,335000000,317000000,380000000,414000000,451000000,504000000,903000000,1113000000,712000000,,
Mozambique,MOZ,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295267619.379575,239702045.587376,221831869.605933,291164490.776825,328626072.973032,457864853.856575,500542447.763263,525321846.630623,531586523.78455,634795110.066197,992708775.285458,1211222379.42394,1411130239.71609,1948768038.15547,2299606725.64069,2476905849.42207,2848491507.45154,3325610581.63173,3224944891.21784,3155360564.30929,4328595642.57111,4722762672.25884,4539601423.06197,5542306764.64866,4957269487.90096,4004304269.84182,5099797262.84633,7029128135.75955,,
Mauritania,MRT,Exports of goods and services (current US$),NE.EXP.GNFS.CD,14135562.3568207,15448151.6065457,16154928.407795,28674998.3289413,66134241.7140808,72899116.6682533,77543158.8883105,79562399.356693,80068728.1116632,77542416.868175,85440031.7598066,91320699.7400151,127800428.542855,156297660.040783,200318130.380978,182944065.775493,198985773.684982,177220683.044107,181656613.051719,213738371.19355,261091418.540274,337094708.028441,300569493.057648,360579104.461274,331390700.794473,409294201.20646,450849239.663866,446624578.529825,481259047.206514,489119639.739437,465365234.651218,501583339.231541,413292162.202535,399900319.520554,576041909.771394,740712209.481536,712724337.205404,590568503.750337,424303359.578938,382886107.849595,387597191.2325,380856632.072261,375319700.153456,335273542.94187,470267924.528302,671153324.696454,1420000000,1506274484.02279,1852184901.11376,1499420656.63996,2201200461.04663,2900020809.76672,2773818353.44886,2810118330.99421,2110645614.10454,1783473185.18519,1745245105.79738,2254375039.52544,2360612305.39368,,
Mauritius,MUS,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,357404774.377011,401979628.592617,438888257.91378,516795865.633075,579102846.062751,510938286.80132,508530696.711888,508533939.28004,506438265.834801,576007770.762506,885091783.995723,1214377785.7154,1381560832.58296,1400870831.09287,1723618259.49474,1779993994.49282,1912138891.74463,1900668631.00635,2018273535.11058,2369969458.71174,2811718232.01342,2573644294.37772,2738791382.37881,2771402933.39898,2849014842.13093,3136669950.87421,2982651358.38729,3257692238.76853,3508045893.41237,3829950976.73599,4107909335.46949,4553278596.90806,5102134060.61969,4352373919.73667,5125648055.50863,6040723193.7574,6276838602.32945,5872859218.14641,6253984115.78755,5596191312.9302,5412907019.60222,5628831775.97197,5782657126.6915,,
Malawi,MWI,Exports of goods and services (current US$),NE.EXP.GNFS.CD,35979280.4143917,35979280.4143917,39199216.0156797,41719165.6166877,37939241.2151757,44659106.8178636,55998880.0223995,64899199.1162662,58442337.6935077,62402496.099844,70442817.7127085,85690215.4290528,94560878.243513,122787745.636519,153708987.161198,178629312.34082,204052573.932092,241887252.187396,220101931.966339,245440078.344963,307474448.959488,317658885.289847,265466603.505448,253830439.223698,342719683.033819,273689721.365831,271183708.559454,301127359.985512,321828758.833405,298641058.162711,447286489.061527,512800021.403346,417599977.79813,334000000,350201455.97729,424386751.899082,520663213.247542,568774017.586748,573669301.348129,497653765.982204,446401353.289511,480470201.79425,554447969.766559,647237088.539395,655182957.623617,662493075.447225,705004282.663118,1033381694.9884,1205568892.42806,1239999506.2582,1585900946.72818,1663004622.54537,1579668895.972,1968020399.15227,2038207955.92708,1858207010.407,1791105911.51872,1838219294.85226,,,
Malaysia,MYS,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1016921468.70508,921860708.218999,921534038.938978,1147589180.71345,1178949431.59545,1327257284.72494,1336404024.56553,1306350450.80361,1439631517.05214,1730367176.27074,1760420750.03267,1717393441.0117,1816215065.9668,3178897392.8703,4587678118.89826,4235509660.22652,5726314132.82971,6588388250.11173,8024611398.96373,11882653993.7854,14091598144.1499,13087105594.3752,13636207930.119,15636927583.6816,18420805598.225,17131292790.9787,15613620515.9991,20240514367.3599,23425996639.6823,27728883638.5115,32783097341.8611,38245926680.2444,44957788510.6216,52793597762.3247,66398033836.3054,83462121212.1212,92359488035.6149,93294414081.9079,83529351814.1052,96016052631.5789,112369210526.316,102435789473.684,109221052631.579,117854210526.316,143927631578.947,162048533178.421,182515947876.343,205486385850.593,229658852449.188,184897432259.895,221686690881.997,254020261437.908,249353146853.147,244491415151.227,249467750313.178,209286903085.392,201164573439.722,223415961305.925,246551510495.403,,
North America,NAC,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,79081994135.7229,83990748080.3657,95042896663.1407,125337168187.446,165493581449.992,177250251321.36,194723100420.781,207834977724.428,241025587332.037,294745405729.949,356843457995.566,386833228428.622,362973724691.733,362701456484.319,402585615316.701,404636503373.888,423861811335.679,477224400981.998,578098654143.883,647238733917.176,702293813389.056,745119331818.711,789855942512.199,824676420286.302,912297782354.342,1032960752594.87,1103041017412.1,1205214813282.64,1208414152814.26,1278515298008.31,1427462949022.81,1337129569522.78,1305229313407.59,1368195260773.35,1563005992122.35,1739970269472.94,1942317574015.37,2166582330792.69,2374448386891.5,1976681142011.55,2320721366163.28,2655803002962.44,2748833983782.69,2836193688443,2947548386165.56,2765137777564.54,2704500173060.34,2877577468634.17,3063632416773.95,,
